year,Province,AgeGroup,ag_0-4,ag_5-9,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_60,patient_count,humidity,temp_avg,temp_min,temp_max,rain_ml,rain_day
2018,Phetchabun,9-May,0,1,0,0,0,0,0,216,74.2,27.6,14.8,40.6,998.2,119
2018,Phetchabun,14-Oct,0,0,1,0,0,0,0,263,74.2,27.6,14.8,40.6,998.2,119
2018,Chachoengsao,60,0,0,0,0,0,0,1,61,81.6,26.8,15,36.5,1884.7,156
2018,Chachoengsao,0-4,1,0,0,0,0,0,0,63,81.6,26.8,15,36.5,1884.7,156
2018,Chachoengsao,9-May,0,1,0,0,0,0,0,172,81.6,26.8,15,36.5,1884.7,156
2018,Chachoengsao,25-34,0,0,0,0,1,0,0,267,81.6,26.8,15,36.5,1884.7,156
2018,Chachoengsao,35-59,0,0,0,0,0,1,0,290,81.6,26.8,15,36.5,1884.7,156
2018,Chachoengsao,14-Oct,0,0,1,0,0,0,0,303,81.6,26.8,15,36.5,1884.7,156
2018,Chachoengsao,15-24,0,0,0,1,0,0,0,422,81.6,26.8,15,36.5,1884.7,156
2018,Kamphaeng Phet,60,0,0,0,0,0,0,1,16,73.9,27.9,15.2,39.4,1129.6,136
2018,Kamphaeng Phet,0-4,1,0,0,0,0,0,0,44,73.9,27.9,15.2,39.4,1129.6,136
2018,Kamphaeng Phet,35-59,0,0,0,0,0,1,0,88,73.9,27.9,15.2,39.4,1129.6,136
2018,Kamphaeng Phet,25-34,0,0,0,0,1,0,0,132,73.9,27.9,15.2,39.4,1129.6,136
2018,Kamphaeng Phet,9-May,0,1,0,0,0,0,0,135,73.9,27.9,15.2,39.4,1129.6,136
2018,Kamphaeng Phet,14-Oct,0,0,1,0,0,0,0,209,73.9,27.9,15.2,39.4,1129.6,136
2018,Kamphaeng Phet,15-24,0,0,0,1,0,0,0,294,73.9,27.9,15.2,39.4,1129.6,136
2018,Phra Nakhon Si Ayutthaya,60,0,0,0,0,0,0,1,43,76.8,28.3,15.4,37.6,1023.7,107
2018,Phra Nakhon Si Ayutthaya,0-4,1,0,0,0,0,0,0,44,76.8,28.3,15.4,37.6,1023.7,107
2018,Phra Nakhon Si Ayutthaya,9-May,0,1,0,0,0,0,0,154,76.8,28.3,15.4,37.6,1023.7,107
2018,Phra Nakhon Si Ayutthaya,25-34,0,0,0,0,1,0,0,216,76.8,28.3,15.4,37.6,1023.7,107
2018,Phra Nakhon Si Ayutthaya,35-59,0,0,0,0,0,1,0,231,76.8,28.3,15.4,37.6,1023.7,107
2018,Phra Nakhon Si Ayutthaya,14-Oct,0,0,1,0,0,0,0,242,76.8,28.3,15.4,37.6,1023.7,107
2018,Phra Nakhon Si Ayutthaya,15-24,0,0,0,1,0,0,0,367,76.8,28.3,15.4,37.6,1023.7,107
2018,Nakhon Pathom,60,0,0,0,0,0,0,1,92,80.1,27.8,15.6,38.9,1043,117
2018,Nakhon Pathom,0-4,1,0,0,0,0,0,0,121,80.1,27.8,15.6,38.9,1043,117
2018,Nakhon Pathom,9-May,0,1,0,0,0,0,0,377,80.1,27.8,15.6,38.9,1043,117
2018,Nakhon Pathom,35-59,0,0,0,0,0,1,0,488,80.1,27.8,15.6,38.9,1043,117
2018,Nakhon Pathom,25-34,0,0,0,0,1,0,0,489,80.1,27.8,15.6,38.9,1043,117
2018,Nakhon Pathom,14-Oct,0,0,1,0,0,0,0,633,80.1,27.8,15.6,38.9,1043,117
2018,Nakhon Pathom,15-24,0,0,0,1,0,0,0,1052,80.1,27.8,15.6,38.9,1043,117
2018,Sukhothai,60,0,0,0,0,0,0,1,12,78.2,28,15.7,40.5,880.1,89
2018,Sukhothai,0-4,1,0,0,0,0,0,0,23,78.2,28,15.7,40.5,880.1,89
2018,Sukhothai,35-59,0,0,0,0,0,1,0,59,78.2,28,15.7,40.5,880.1,89
2018,Sukhothai,25-34,0,0,0,0,1,0,0,75,78.2,28,15.7,40.5,880.1,89
2018,Sukhothai,9-May,0,1,0,0,0,0,0,115,78.2,28,15.7,40.5,880.1,89
2018,Sukhothai,15-24,0,0,0,1,0,0,0,197,78.2,28,15.7,40.5,880.1,89
2018,Sukhothai,14-Oct,0,0,1,0,0,0,0,200,78.2,28,15.7,40.5,880.1,89
2018,Chai Nat,0-4,1,0,0,0,0,0,0,7,76.8,28,15.8,39,791.7,102
2018,Chai Nat,60,0,0,0,0,0,0,1,9,76.8,28,15.8,39,791.7,102
2018,Chai Nat,9-May,0,1,0,0,0,0,0,17,76.8,28,15.8,39,791.7,102
2018,Chai Nat,35-59,0,0,0,0,0,1,0,26,76.8,28,15.8,39,791.7,102
2018,Chai Nat,14-Oct,0,0,1,0,0,0,0,31,76.8,28,15.8,39,791.7,102
2018,Chai Nat,25-34,0,0,0,0,1,0,0,34,76.8,28,15.8,39,791.7,102
2018,Chai Nat,15-24,0,0,0,1,0,0,0,40,76.8,28,15.8,39,791.7,102
2018,Nakhon Sawan,60,0,0,0,0,0,0,1,69,74.5,28.6,15.9,40.3,883.8,130
2018,Nakhon Sawan,0-4,1,0,0,0,0,0,0,212,74.5,28.6,15.9,40.3,883.8,130
2018,Nakhon Sawan,35-59,0,0,0,0,0,1,0,347,74.5,28.6,15.9,40.3,883.8,130
2018,Nakhon Sawan,9-May,0,1,0,0,0,0,0,422,74.5,28.6,15.9,40.3,883.8,130
2018,Nakhon Sawan,25-34,0,0,0,0,1,0,0,424,74.5,28.6,15.9,40.3,883.8,130
2018,Nakhon Sawan,14-Oct,0,0,1,0,0,0,0,670,74.5,28.6,15.9,40.3,883.8,130
2018,Nakhon Sawan,15-24,0,0,0,1,0,0,0,796,74.5,28.6,15.9,40.3,883.8,130
2018,Ratchaburi,60,0,0,0,0,0,0,1,38,78.8,27.8,16.3,38.5,1006.5,128
2018,Ratchaburi,0-4,1,0,0,0,0,0,0,81,78.8,27.8,16.3,38.5,1006.5,128
2018,Ratchaburi,35-59,0,0,0,0,0,1,0,208,78.8,27.8,16.3,38.5,1006.5,128
2018,Ratchaburi,9-May,0,1,0,0,0,0,0,261,78.8,27.8,16.3,38.5,1006.5,128
2018,Ratchaburi,25-34,0,0,0,0,1,0,0,263,78.8,27.8,16.3,38.5,1006.5,128
2018,Ratchaburi,14-Oct,0,0,1,0,0,0,0,413,78.8,27.8,16.3,38.5,1006.5,128
2018,Ratchaburi,15-24,0,0,0,1,0,0,0,499,78.8,27.8,16.3,38.5,1006.5,128
2018,Suphan Buri,60,0,0,0,0,0,0,1,40,74.6,28.6,16.4,39.6,863.2,97
2018,Suphan Buri,0-4,1,0,0,0,0,0,0,65,74.6,28.6,16.4,39.6,863.2,97
2018,Suphan Buri,9-May,0,1,0,0,0,0,0,193,74.6,28.6,16.4,39.6,863.2,97
2018,Suphan Buri,35-59,0,0,0,0,0,1,0,255,74.6,28.6,16.4,39.6,863.2,97
2018,Suphan Buri,25-34,0,0,0,0,1,0,0,263,74.6,28.6,16.4,39.6,863.2,97
2018,Suphan Buri,14-Oct,0,0,1,0,0,0,0,311,74.6,28.6,16.4,39.6,863.2,97
2018,Suphan Buri,15-24,0,0,0,1,0,0,0,399,74.6,28.6,16.4,39.6,863.2,97
2018,Uttaradit,0-4,1,0,0,0,0,0,0,6,72.9,27.9,16.5,40,1329.9,116
2018,Kanchanaburi,60,0,0,0,0,0,0,1,7,71.9,28.6,16.5,41.3,769.2,130
2018,Uttaradit,60,0,0,0,0,0,0,1,9,72.9,27.9,16.5,40,1329.9,116
2018,Uttaradit,9-May,0,1,0,0,0,0,0,26,72.9,27.9,16.5,40,1329.9,116
2018,Uttaradit,35-59,0,0,0,0,0,1,0,34,72.9,27.9,16.5,40,1329.9,116
2018,Uttaradit,25-34,0,0,0,0,1,0,0,48,72.9,27.9,16.5,40,1329.9,116
2018,Kanchanaburi,0-4,1,0,0,0,0,0,0,60,71.9,28.6,16.5,41.3,769.2,130
2018,Kanchanaburi,35-59,0,0,0,0,0,1,0,60,71.9,28.6,16.5,41.3,769.2,130
2018,Uttaradit,14-Oct,0,0,1,0,0,0,0,65,72.9,27.9,16.5,40,1329.9,116
2018,Kanchanaburi,25-34,0,0,0,0,1,0,0,72,71.9,28.6,16.5,41.3,769.2,130
2018,Uttaradit,15-24,0,0,0,1,0,0,0,86,72.9,27.9,16.5,40,1329.9,116
2018,Kanchanaburi,9-May,0,1,0,0,0,0,0,125,71.9,28.6,16.5,41.3,769.2,130
2018,Kanchanaburi,14-Oct,0,0,1,0,0,0,0,133,71.9,28.6,16.5,41.3,769.2,130
2018,Kanchanaburi,15-24,0,0,0,1,0,0,0,133,71.9,28.6,16.5,41.3,769.2,130
2018,Phitsanulok,60,0,0,0,0,0,0,1,39,75.3,28,16.6,39.3,1140.2,130
2018,Phitsanulok,0-4,1,0,0,0,0,0,0,46,75.3,28,16.6,39.3,1140.2,130
2018,Phitsanulok,9-May,0,1,0,0,0,0,0,141,75.3,28,16.6,39.3,1140.2,130
2018,Phitsanulok,25-34,0,0,0,0,1,0,0,173,75.3,28,16.6,39.3,1140.2,130
2018,Phitsanulok,35-59,0,0,0,0,0,1,0,207,75.3,28,16.6,39.3,1140.2,130
2018,Phitsanulok,14-Oct,0,0,1,0,0,0,0,249,75.3,28,16.6,39.3,1140.2,130
2018,Phitsanulok,15-24,0,0,0,1,0,0,0,414,75.3,28,16.6,39.3,1140.2,130
2018,Phichit,60,0,0,0,0,0,0,1,32,77,28.1,17,38.5,1054.4,130
2018,Phichit,0-4,1,0,0,0,0,0,0,63,77,28.1,17,38.5,1054.4,130
2018,Phichit,9-May,0,1,0,0,0,0,0,155,77,28.1,17,38.5,1054.4,130
2018,Phichit,35-59,0,0,0,0,0,1,0,182,77,28.1,17,38.5,1054.4,130
2018,Phichit,25-34,0,0,0,0,1,0,0,184,77,28.1,17,38.5,1054.4,130
2018,Phichit,14-Oct,0,0,1,0,0,0,0,293,77,28.1,17,38.5,1054.4,130
2018,Phichit,15-24,0,0,0,1,0,0,0,366,77,28.1,17,38.5,1054.4,130
2018,Lop Buri,60,0,0,0,0,0,0,1,19,72.6,28.6,17.4,37.9,1281.4,130
2018,Yala,60,0,0,0,0,0,0,1,24,81.9,27.1,17.4,37.5,2240.3,149
2018,Yala,0-4,1,0,0,0,0,0,0,42,81.9,27.1,17.4,37.5,2240.3,149
2018,Yala,35-59,0,0,0,0,0,1,0,75,81.9,27.1,17.4,37.5,2240.3,149
2018,Yala,14-Oct,0,0,1,0,0,0,0,83,81.9,27.1,17.4,37.5,2240.3,149
2018,Yala,25-34,0,0,0,0,1,0,0,87,81.9,27.1,17.4,37.5,2240.3,149
2018,Yala,9-May,0,1,0,0,0,0,0,88,81.9,27.1,17.4,37.5,2240.3,149
2018,Lop Buri,35-59,0,0,0,0,0,1,0,96,72.6,28.6,17.4,37.9,1281.4,130
2018,Yala,15-24,0,0,0,1,0,0,0,105,81.9,27.1,17.4,37.5,2240.3,149
2018,Lop Buri,0-4,1,0,0,0,0,0,0,124,72.6,28.6,17.4,37.9,1281.4,130
2018,Lop Buri,25-34,0,0,0,0,1,0,0,125,72.6,28.6,17.4,37.9,1281.4,130
2018,Lop Buri,9-May,0,1,0,0,0,0,0,269,72.6,28.6,17.4,37.9,1281.4,130
2018,Lop Buri,15-24,0,0,0,1,0,0,0,293,72.6,28.6,17.4,37.9,1281.4,130
2018,Lop Buri,14-Oct,0,0,1,0,0,0,0,305,72.6,28.6,17.4,37.9,1281.4,130
2018,Narathiwat,60,0,0,0,0,0,0,1,36,81.4,27.3,17.7,36.8,2784.4,141
2018,Narathiwat,0-4,1,0,0,0,0,0,0,63,81.4,27.3,17.7,36.8,2784.4,141
2018,Narathiwat,14-Oct,0,0,1,0,0,0,0,110,81.4,27.3,17.7,36.8,2784.4,141
2018,Narathiwat,25-34,0,0,0,0,1,0,0,131,81.4,27.3,17.7,36.8,2784.4,141
2018,Narathiwat,9-May,0,1,0,0,0,0,0,136,81.4,27.3,17.7,36.8,2784.4,141
2018,Narathiwat,35-59,0,0,0,0,0,1,0,139,81.4,27.3,17.7,36.8,2784.4,141
2018,Narathiwat,15-24,0,0,0,1,0,0,0,170,81.4,27.3,17.7,36.8,2784.4,141
2018,Krabi,60,0,0,0,0,0,0,1,13,82.9,27,17.8,38.7,2203.4,172
2018,Trat,60,0,0,0,0,0,0,1,16,82.8,27.6,17.8,35.2,4800.4,208
2018,Prachin Buri,60,0,0,0,0,0,0,1,25,74.9,28.8,17.8,37.9,1970.2,130
2018,Trat,0-4,1,0,0,0,0,0,0,32,82.8,27.6,17.8,35.2,4800.4,208
2018,Prachin Buri,0-4,1,0,0,0,0,0,0,33,74.9,28.8,17.8,37.9,1970.2,130
2018,Trat,35-59,0,0,0,0,0,1,0,58,82.8,27.6,17.8,35.2,4800.4,208
2018,Trat,25-34,0,0,0,0,1,0,0,64,82.8,27.6,17.8,35.2,4800.4,208
2018,Krabi,0-4,1,0,0,0,0,0,0,75,82.9,27,17.8,38.7,2203.4,172
2018,Prachin Buri,25-34,0,0,0,0,1,0,0,77,74.9,28.8,17.8,37.9,1970.2,130
2018,Krabi,35-59,0,0,0,0,0,1,0,82,82.9,27,17.8,38.7,2203.4,172
2018,Prachin Buri,9-May,0,1,0,0,0,0,0,85,74.9,28.8,17.8,37.9,1970.2,130
2018,Prachin Buri,14-Oct,0,0,1,0,0,0,0,88,74.9,28.8,17.8,37.9,1970.2,130
2018,Trat,9-May,0,1,0,0,0,0,0,94,82.8,27.6,17.8,35.2,4800.4,208
2018,Prachin Buri,35-59,0,0,0,0,0,1,0,96,74.9,28.8,17.8,37.9,1970.2,130
2018,Trat,15-24,0,0,0,1,0,0,0,105,82.8,27.6,17.8,35.2,4800.4,208
2018,Trat,14-Oct,0,0,1,0,0,0,0,115,82.8,27.6,17.8,35.2,4800.4,208
2018,Krabi,25-34,0,0,0,0,1,0,0,133,82.9,27,17.8,38.7,2203.4,172
2018,Prachin Buri,15-24,0,0,0,1,0,0,0,134,74.9,28.8,17.8,37.9,1970.2,130
2018,Krabi,9-May,0,1,0,0,0,0,0,218,82.9,27,17.8,38.7,2203.4,172
2018,Krabi,14-Oct,0,0,1,0,0,0,0,220,82.9,27,17.8,38.7,2203.4,172
2018,Krabi,15-24,0,0,0,1,0,0,0,221,82.9,27,17.8,38.7,2203.4,172
2018,Pathum Thani,60,0,0,0,0,0,0,1,61,75.5,28.9,18,39.5,1475.4,130
2018,Pathum Thani,0-4,1,0,0,0,0,0,0,81,75.5,28.9,18,39.5,1475.4,130
2018,Pathum Thani,25-34,0,0,0,0,1,0,0,233,75.5,28.9,18,39.5,1475.4,130
2018,Pathum Thani,9-May,0,1,0,0,0,0,0,254,75.5,28.9,18,39.5,1475.4,130
2018,Pathum Thani,35-59,0,0,0,0,0,1,0,282,75.5,28.9,18,39.5,1475.4,130
2018,Pathum Thani,14-Oct,0,0,1,0,0,0,0,428,75.5,28.9,18,39.5,1475.4,130
2018,Pathum Thani,15-24,0,0,0,1,0,0,0,624,75.5,28.9,18,39.5,1475.4,130
2018,Chanthaburi,60,0,0,0,0,0,0,1,13,78.6,28,18.2,36.2,2341.3,171
2018,Chanthaburi,0-4,1,0,0,0,0,0,0,34,78.6,28,18.2,36.2,2341.3,171
2018,Chanthaburi,35-59,0,0,0,0,0,1,0,59,78.6,28,18.2,36.2,2341.3,171
2018,Chanthaburi,25-34,0,0,0,0,1,0,0,65,78.6,28,18.2,36.2,2341.3,171
2018,Chanthaburi,9-May,0,1,0,0,0,0,0,67,78.6,28,18.2,36.2,2341.3,171
2018,Chanthaburi,14-Oct,0,0,1,0,0,0,0,70,78.6,28,18.2,36.2,2341.3,171
2018,Chanthaburi,15-24,0,0,0,1,0,0,0,110,78.6,28,18.2,36.2,2341.3,171
2018,Prachuap Khiri Khan,60,0,0,0,0,0,0,1,17,78.8,27.6,18.3,37,1422.4,126
2018,Prachuap Khiri Khan,0-4,1,0,0,0,0,0,0,24,78.8,27.6,18.3,37,1422.4,126
2018,Prachuap Khiri Khan,25-34,0,0,0,0,1,0,0,63,78.8,27.6,18.3,37,1422.4,126
2018,Prachuap Khiri Khan,35-59,0,0,0,0,0,1,0,67,78.8,27.6,18.3,37,1422.4,126
2018,Prachuap Khiri Khan,9-May,0,1,0,0,0,0,0,86,78.8,27.6,18.3,37,1422.4,126
2018,Prachuap Khiri Khan,14-Oct,0,0,1,0,0,0,0,99,78.8,27.6,18.3,37,1422.4,126
2018,Prachuap Khiri Khan,15-24,0,0,0,1,0,0,0,107,78.8,27.6,18.3,37,1422.4,126
2018,Surat Thani,60,0,0,0,0,0,0,1,15,85,27.1,18.4,37.5,1611.8,163
2018,Surat Thani,0-4,1,0,0,0,0,0,0,86,85,27.1,18.4,37.5,1611.8,163
2018,Surat Thani,35-59,0,0,0,0,0,1,0,96,85,27.1,18.4,37.5,1611.8,163
2018,Surat Thani,25-34,0,0,0,0,1,0,0,161,85,27.1,18.4,37.5,1611.8,163
2018,Surat Thani,9-May,0,1,0,0,0,0,0,192,85,27.1,18.4,37.5,1611.8,163
2018,Surat Thani,14-Oct,0,0,1,0,0,0,0,266,85,27.1,18.4,37.5,1611.8,163
2018,Surat Thani,15-24,0,0,0,1,0,0,0,347,85,27.1,18.4,37.5,1611.8,163
2018,Rayong,60,0,0,0,0,0,0,1,27,79,28.2,18.5,35,941.6,113
2018,Phetchaburi,60,0,0,0,0,0,0,1,30,78.9,28.5,18.5,37.4,1033.9,111
2018,Chon Buri,60,0,0,0,0,0,0,1,42,76,28.9,18.5,37.5,1332.8,119
2018,Phetchaburi,0-4,1,0,0,0,0,0,0,69,78.9,28.5,18.5,37.4,1033.9,111
2018,Rayong,0-4,1,0,0,0,0,0,0,90,79,28.2,18.5,35,941.6,113
2018,Phetchaburi,25-34,0,0,0,0,1,0,0,109,78.9,28.5,18.5,37.4,1033.9,111
2018,Phetchaburi,35-59,0,0,0,0,0,1,0,113,78.9,28.5,18.5,37.4,1033.9,111
2018,Chon Buri,0-4,1,0,0,0,0,0,0,142,76,28.9,18.5,37.5,1332.8,119
2018,Phetchaburi,9-May,0,1,0,0,0,0,0,164,78.9,28.5,18.5,37.4,1033.9,111
2018,Rayong,9-May,0,1,0,0,0,0,0,169,79,28.2,18.5,35,941.6,113
2018,Phetchaburi,14-Oct,0,0,1,0,0,0,0,190,78.9,28.5,18.5,37.4,1033.9,111
2018,Phetchaburi,15-24,0,0,0,1,0,0,0,241,78.9,28.5,18.5,37.4,1033.9,111
2018,Rayong,14-Oct,0,0,1,0,0,0,0,246,79,28.2,18.5,35,941.6,113
2018,Rayong,35-59,0,0,0,0,0,1,0,284,79,28.2,18.5,35,941.6,113
2018,Rayong,25-34,0,0,0,0,1,0,0,348,79,28.2,18.5,35,941.6,113
2018,Chon Buri,9-May,0,1,0,0,0,0,0,379,76,28.9,18.5,37.5,1332.8,119
2018,Chon Buri,35-59,0,0,0,0,0,1,0,385,76,28.9,18.5,37.5,1332.8,119
2018,Rayong,15-24,0,0,0,1,0,0,0,481,79,28.2,18.5,35,941.6,113
2018,Chon Buri,25-34,0,0,0,0,1,0,0,487,76,28.9,18.5,37.5,1332.8,119
2018,Chon Buri,14-Oct,0,0,1,0,0,0,0,540,76,28.9,18.5,37.5,1332.8,119
2018,Chon Buri,15-24,0,0,0,1,0,0,0,773,76,28.9,18.5,37.5,1332.8,119
2018,Pattani,60,0,0,0,0,0,0,1,26,81.9,27.5,18.8,36.2,1993.4,131
2018,Pattani,35-59,0,0,0,0,0,1,0,75,81.9,27.5,18.8,36.2,1993.4,131
2018,Pattani,25-34,0,0,0,0,1,0,0,76,81.9,27.5,18.8,36.2,1993.4,131
2018,Pattani,0-4,1,0,0,0,0,0,0,88,81.9,27.5,18.8,36.2,1993.4,131
2018,Pattani,14-Oct,0,0,1,0,0,0,0,122,81.9,27.5,18.8,36.2,1993.4,131
2018,Pattani,15-24,0,0,0,1,0,0,0,140,81.9,27.5,18.8,36.2,1993.4,131
2018,Pattani,9-May,0,1,0,0,0,0,0,141,81.9,27.5,18.8,36.2,1993.4,131
2018,Samut Prakan,60,0,0,0,0,0,0,1,46,76.2,28.7,18.9,36,1498.9,128
2018,Samut Prakan,0-4,1,0,0,0,0,0,0,100,76.2,28.7,18.9,36,1498.9,128
2018,Samut Prakan,35-59,0,0,0,0,0,1,0,175,76.2,28.7,18.9,36,1498.9,128
2018,Samut Prakan,25-34,0,0,0,0,1,0,0,183,76.2,28.7,18.9,36,1498.9,128
2018,Samut Prakan,9-May,0,1,0,0,0,0,0,195,76.2,28.7,18.9,36,1498.9,128
2018,Samut Prakan,14-Oct,0,0,1,0,0,0,0,338,76.2,28.7,18.9,36,1498.9,128
2018,Samut Prakan,15-24,0,0,0,1,0,0,0,493,76.2,28.7,18.9,36,1498.9,128
2018,Trang,0-4,1,0,0,0,0,0,0,24,81,27.6,19.4,36.9,2143.2,171
2018,Trang,60,0,0,0,0,0,0,1,27,81,27.6,19.4,36.9,2143.2,171
2018,Trang,9-May,0,1,0,0,0,0,0,73,81,27.6,19.4,36.9,2143.2,171
2018,Trang,25-34,0,0,0,0,1,0,0,94,81,27.6,19.4,36.9,2143.2,171
2018,Trang,35-59,0,0,0,0,0,1,0,101,81,27.6,19.4,36.9,2143.2,171
2018,Trang,14-Oct,0,0,1,0,0,0,0,121,81,27.6,19.4,36.9,2143.2,171
2018,Trang,15-24,0,0,0,1,0,0,0,198,81,27.6,19.4,36.9,2143.2,171
2018,Ranong,60,0,0,0,0,0,0,1,5,80.4,27.3,19.5,36,4760.5,215
2018,Ranong,0-4,1,0,0,0,0,0,0,6,80.4,27.3,19.5,36,4760.5,215
2018,Chumphon,60,0,0,0,0,0,0,1,9,82.1,27.3,19.5,35.5,2027,175
2018,Chumphon,0-4,1,0,0,0,0,0,0,23,82.1,27.3,19.5,35.5,2027,175
2018,Ranong,25-34,0,0,0,0,1,0,0,27,80.4,27.3,19.5,36,4760.5,215
2018,Ranong,35-59,0,0,0,0,0,1,0,34,80.4,27.3,19.5,36,4760.5,215
2018,Ranong,9-May,0,1,0,0,0,0,0,37,80.4,27.3,19.5,36,4760.5,215
2018,Chumphon,35-59,0,0,0,0,0,1,0,40,82.1,27.3,19.5,35.5,2027,175
2018,Chumphon,9-May,0,1,0,0,0,0,0,41,82.1,27.3,19.5,35.5,2027,175
2018,Chumphon,25-34,0,0,0,0,1,0,0,44,82.1,27.3,19.5,35.5,2027,175
2018,Ranong,14-Oct,0,0,1,0,0,0,0,49,80.4,27.3,19.5,36,4760.5,215
2018,Chumphon,14-Oct,0,0,1,0,0,0,0,56,82.1,27.3,19.5,35.5,2027,175
2018,Ranong,15-24,0,0,0,1,0,0,0,58,80.4,27.3,19.5,36,4760.5,215
2018,Chumphon,15-24,0,0,0,1,0,0,0,74,82.1,27.3,19.5,35.5,2027,175
2018,Satun,60,0,0,0,0,0,0,1,2,79.8,27.8,19.8,37.3,2224.6,178
2018,Satun,25-34,0,0,0,0,1,0,0,8,79.8,27.8,19.8,37.3,2224.6,178
2018,Satun,0-4,1,0,0,0,0,0,0,10,79.8,27.8,19.8,37.3,2224.6,178
2018,Satun,35-59,0,0,0,0,0,1,0,17,79.8,27.8,19.8,37.3,2224.6,178
2018,Satun,9-May,0,1,0,0,0,0,0,17,79.8,27.8,19.8,37.3,2224.6,178
2018,Satun,15-24,0,0,0,1,0,0,0,24,79.8,27.8,19.8,37.3,2224.6,178
2018,Satun,14-Oct,0,0,1,0,0,0,0,32,79.8,27.8,19.8,37.3,2224.6,178
2018,Nakhon Si Thammarat,60,0,0,0,0,0,0,1,119,83.3,27.4,20,37,2218.8,130
2018,Nakhon Si Thammarat,0-4,1,0,0,0,0,0,0,293,83.3,27.4,20,37,2218.8,130
2018,Nakhon Si Thammarat,35-59,0,0,0,0,0,1,0,435,83.3,27.4,20,37,2218.8,130
2018,Nakhon Si Thammarat,25-34,0,0,0,0,1,0,0,489,83.3,27.4,20,37,2218.8,130
2018,Nakhon Si Thammarat,9-May,0,1,0,0,0,0,0,740,83.3,27.4,20,37,2218.8,130
2018,Nakhon Si Thammarat,14-Oct,0,0,1,0,0,0,0,851,83.3,27.4,20,37,2218.8,130
2018,Nakhon Si Thammarat,15-24,0,0,0,1,0,0,0,1046,83.3,27.4,20,37,2218.8,130
2018,Phatthalung,60,0,0,0,0,0,0,1,26,83.2,27.5,20.9,36.5,1840.6,155
2018,Phatthalung,0-4,1,0,0,0,0,0,0,32,83.2,27.5,20.9,36.5,1840.6,155
2018,Phatthalung,25-34,0,0,0,0,1,0,0,87,83.2,27.5,20.9,36.5,1840.6,155
2018,Phatthalung,35-59,0,0,0,0,0,1,0,97,83.2,27.5,20.9,36.5,1840.6,155
2018,Phatthalung,9-May,0,1,0,0,0,0,0,98,83.2,27.5,20.9,36.5,1840.6,155
2018,Phatthalung,14-Oct,0,0,1,0,0,0,0,126,83.2,27.5,20.9,36.5,1840.6,155
2018,Phatthalung,15-24,0,0,0,1,0,0,0,168,83.2,27.5,20.9,36.5,1840.6,155
2018,Songkhla,60,0,0,0,0,0,0,1,67,80.3,28,21.2,36.3,1989.7,155
2018,Songkhla,35-59,0,0,0,0,0,1,0,229,80.3,28,21.2,36.3,1989.7,155
2018,Songkhla,25-34,0,0,0,0,1,0,0,244,80.3,28,21.2,36.3,1989.7,155
2018,Songkhla,0-4,1,0,0,0,0,0,0,282,80.3,28,21.2,36.3,1989.7,155
2018,Songkhla,9-May,0,1,0,0,0,0,0,419,80.3,28,21.2,36.3,1989.7,155
2018,Songkhla,15-24,0,0,0,1,0,0,0,460,80.3,28,21.2,36.3,1989.7,155
2018,Songkhla,14-Oct,0,0,1,0,0,0,0,480,80.3,28,21.2,36.3,1989.7,155
2018,Phuket,60,0,0,0,0,0,0,1,21,76.5,28.8,22.1,37.4,2069.3,168
2018,Phuket,0-4,1,0,0,0,0,0,0,38,76.5,28.8,22.1,37.4,2069.3,168
2018,Phuket,9-May,0,1,0,0,0,0,0,103,76.5,28.8,22.1,37.4,2069.3,168
2018,Phuket,14-Oct,0,0,1,0,0,0,0,113,76.5,28.8,22.1,37.4,2069.3,168
2018,Phuket,35-59,0,0,0,0,0,1,0,182,76.5,28.8,22.1,37.4,2069.3,168
2018,Phuket,25-34,0,0,0,0,1,0,0,211,76.5,28.8,22.1,37.4,2069.3,168
2018,Phuket,15-24,0,0,0,1,0,0,0,262,76.5,28.8,22.1,37.4,2069.3,168
2019,Buri Ram,60,0,0,0,0,0,0,1,45,75.7,27.6,12.1,40.2,1261.7,114
2019,Buri Ram,25-34,0,0,0,0,1,0,0,197,75.7,27.6,12.1,40.2,1261.7,114
2019,Buri Ram,35-59,0,0,0,0,0,1,0,200,75.7,27.6,12.1,40.2,1261.7,114
2019,Buri Ram,0-4,1,0,0,0,0,0,0,275,75.7,27.6,12.1,40.2,1261.7,114
2019,Buri Ram,15-24,0,0,0,1,0,0,0,880,75.7,27.6,12.1,40.2,1261.7,114
2019,Buri Ram,9-May,0,1,0,0,0,0,0,1075,75.7,27.6,12.1,40.2,1261.7,114
2019,Buri Ram,14-Oct,0,0,1,0,0,0,0,1188,75.7,27.6,12.1,40.2,1261.7,114
2019,Phayao,0-4,1,0,0,0,0,0,0,14,75.3,26.2,6.2,40,740.2,86
2019,Phayao,9-May,0,1,0,0,0,0,0,27,75.3,26.2,6.2,40,740.2,86
2019,Phayao,14-Oct,0,0,1,0,0,0,0,44,75.3,26.2,6.2,40,740.2,86
2019,Phayao,60,0,0,0,0,0,0,1,65,75.3,26.2,6.2,40,740.2,86
2019,Phayao,25-34,0,0,0,0,1,0,0,66,75.3,26.2,6.2,40,740.2,86
2019,Phayao,15-24,0,0,0,1,0,0,0,67,75.3,26.2,6.2,40,740.2,86
